ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,location,house,garage,basement,age_at_sale,remod_age_at_sale,log_saleprice,log_gr_liv_area,log_lot_area,log_1st_flr_sf
2,2,90.0,15750,1,Lvl,2,2,1,2,1,8,5,1999,2000,Gable,2,VinylSd,BrkFace,260.0,4,3,PConc,4.0,3.0,2,2,1246.0,Unf,0.0,216.0,1462.0,5,1513,0,0,1513,1.0,0.0,2,0,2,1,4,5,1,3.0,2,1999.0,2,2.0,521.0,3.0,135,34,0,0,0,0,0,0,6,2009,WD ,220000,7,7,12.0,11.0,10,9,12.301382825334498,7.321849713788356,9.66459564425378,7.321849713788356
2,2,70.0,8050,1,Lvl,1,1,2,2,1,5,6,1967,1993,Gable,1,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,474.0,BLQ,38.0,437.0,949.0,3,1107,0,0,1107,1.0,0.0,1,0,3,1,4,5,0,0.0,2,1967.0,2,1.0,308.0,3.0,88,64,0,0,0,0,0,0,3,2007,WD ,127000,6,6,12.0,8.0,40,14,11.751942365440728,7.009408932708637,8.99342737041261,7.009408932708637
2,2,60.0,7200,1,Lvl,1,1,2,2,1,5,7,1955,2007,Gable,2,VinylSd,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,5,827,0,0,827,0.0,0.0,1,0,2,1,3,5,1,1.0,1,1967.0,1,1.0,392.0,3.0,0,0,0,0,0,0,0,0,4,2010,WD ,107500,6,7,3.0,0.0,55,3,11.585246126549855,6.717804695023691,8.881836305004146,6.717804695023691
2,1,35.0,6300,1,Lvl,1,1,2,2,2,6,6,1914,2001,Gable,1,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,1,1,0.0,Unf,0.0,742.0,742.0,5,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,1,4.0,0,0.0,0,0.0,0.0,0.0,0,291,134,0,0,0,0,0,6,2008,WD ,128000,5,7,0.0,8.0,94,7,11.759785542901755,7.302496423727326,8.748304912379623,6.60934924316738
1,1,30.0,5232,2,Bnk,1,1,1,2,1,5,5,1925,2004,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,2.0,3.0,1,1,0.0,Unf,0.0,680.0,680.0,4,764,0,0,764,0.0,0.0,1,0,2,1,3,4,0,0.0,1,1965.0,1,2.0,504.0,3.0,0,0,0,0,0,0,0,0,6,2008,WD ,73000,4,5,3.0,7.0,83,4,11.198214720130528,6.638567789166521,8.562548893137034,6.638567789166521
2,2,72.0,11846,2,HLS,1,3,2,2,1,9,5,2003,2004,Hip,2,VinylSd,BrkFace,562.0,4,3,PConc,5.0,3.0,2,2,1567.0,Unf,0.0,225.0,1792.0,5,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,1,4.0,2,2003.0,2,3.0,874.0,3.0,206,49,0,0,0,0,0,0,8,2006,WD ,374000,8,7,12.0,12.0,3,2,12.832011076396668,7.491087593534876,9.37974553683691,7.491087593534876
2,2,130.0,16900,1,Lvl,1,3,2,2,2,8,5,2001,2002,Gable,2,VinylSd,BrkFace,1110.0,4,3,PConc,5.0,3.0,2,2,1075.0,Unf,0.0,404.0,1479.0,5,1515,1134,0,2649,1.0,0.0,2,1,4,1,4,10,1,3.0,2,2001.0,2,3.0,746.0,3.0,0,60,0,0,0,0,0,0,1,2008,WD ,421250,8,8,12.0,12.0,7,6,12.950981760648709,7.88193748927207,9.735068900911164,7.323170717943469
2,2,0.0,9636,2,Lvl,2,2,2,2,2,6,5,1992,1993,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,808.0,808.0,4,808,785,0,1593,0.0,0.0,2,1,3,1,3,7,1,3.0,2,1993.0,2,2.0,389.0,3.0,342,40,0,0,0,0,MnPrv,0,12,2009,WD ,178000,8,8,12.0,9.0,17,16,12.089538829274222,7.373374309910049,9.173261363734762,6.694562058521095
1,2,90.0,10012,1,Lvl,1,1,2,2,1,4,5,1972,1972,Gable,1,Plywood,None,0.0,3,3,CBlock,4.0,3.0,2,1,920.0,Rec,180.0,38.0,1138.0,3,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,0,0.0,1,1974.0,2,2.0,588.0,3.0,0,0,180,0,0,0,MnPrv,0,4,2008,WD ,137500,6,5,6.0,10.0,36,36,11.831379196088763,7.074116816197362,9.211539652551664,7.074116816197362
2,2,91.0,14303,2,Lvl,2,3,2,2,1,8,5,1994,1994,Hip,1,HdBoard,BrkFace,554.0,4,3,PConc,4.0,3.0,2,2,1314.0,Unf,0.0,672.0,1986.0,5,1987,0,0,1987,1.0,0.0,2,0,2,1,4,7,1,3.0,2,1994.0,2,2.0,691.0,3.0,262,36,0,0,0,0,0,0,8,2008,WD ,301500,9,6,12.0,11.0,14,14,12.616525295149378,7.594381242551817,9.5682245844549,7.594381242551817
1,2,43.0,5707,1,Bnk,1,1,1,2,2,6,6,1935,1950,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,583.0,583.0,4,647,595,0,1242,0.0,0.0,1,1,3,1,3,6,1,4.0,1,1926.0,1,1.0,180.0,2.0,329,96,0,0,0,0,0,0,3,2009,WD ,105000,5,6,2.0,8.0,74,59,11.56171562913966,7.124478262493424,8.649448770536708,6.472346294500901
2,2,78.0,9360,1,Lvl,1,1,1,2,1,6,7,1968,2004,Hip,1,HdBoard,BrkFace,203.0,3,3,CBlock,3.0,3.0,2,1,760.0,Unf,0.0,216.0,976.0,3,976,0,0,976,1.0,0.0,1,0,2,1,4,4,1,2.0,2,1968.0,2,2.0,504.0,3.0,94,0,0,0,0,0,0,0,8,2006,WD ,157500,5,6,12.0,9.0,38,2,11.967180737247824,6.883462586413092,9.144200569471638,6.883462586413092
1,1,40.0,5680,1,Lvl,1,1,2,2,1,5,3,1901,1950,Gable,1,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1,1,0.0,Unf,0.0,969.0,969.0,3,969,245,0,1214,0.0,0.0,1,0,2,1,3,6,0,0.0,1,1920.0,1,1.0,216.0,3.0,0,0,77,0,0,0,MnPrv,0,9,2007,WD ,117000,5,5,3.0,8.0,106,57,11.669929213779893,7.101675971619444,8.644706511715198,6.876264611890766
2,2,70.0,7000,1,Lvl,1,1,1,2,1,5,6,1962,1962,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,468.0,Unf,0.0,396.0,864.0,4,864,0,0,864,0.0,1.0,1,0,3,1,3,5,0,0.0,2,1962.0,1,1.0,336.0,3.0,0,0,0,0,0,0,GdWo,0,2,2006,WD ,105000,5,6,6.0,8.0,44,44,11.56171562913966,6.761572768804055,8.85366542803745,6.761572768804055
1,2,51.0,10480,1,Lvl,1,1,2,2,1,6,5,1936,1950,Gable,1,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,1064.0,1064.0,5,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,0,0.0,1,1936.0,1,1.0,240.0,3.0,0,0,0,0,0,0,0,0,3,2008,WD ,115000,6,5,3.0,8.0,72,58,11.652687407345388,7.40184157874383,9.257223957875032,7.061334366910438
2,2,95.0,11578,1,Lvl,1,3,2,2,1,9,5,2008,2008,Gable,2,VinylSd,Stone,302.0,5,3,PConc,5.0,3.0,1,1,0.0,Unf,0.0,1736.0,1736.0,5,1736,0,0,1736,0.0,0.0,2,0,3,1,5,7,1,4.0,2,2008.0,2,3.0,834.0,3.0,319,90,0,0,0,0,0,0,7,2009,WD ,360000,8,7,12.0,10.0,1,1,12.793859310432293,7.459338895220296,9.35686202463895,7.459338895220296
1,2,64.0,7018,1,Bnk,1,2,2,1,1,5,5,1979,1979,Gable,1,Plywood,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,0,0.0,2,1979.0,1,2.0,400.0,3.0,0,0,0,0,0,0,0,0,6,2009,WD ,118858,7,4,6.0,0.0,30,30,11.685684782260491,7.336285660021297,8.85623355614316,7.336285660021297
2,2,0.0,9130,1,Lvl,1,2,1,2,2,6,8,1966,2000,Hip,1,HdBoard,BrkFace,252.0,3,3,CBlock,3.0,3.0,1,2,400.0,Rec,64.0,336.0,800.0,4,800,832,0,1632,0.0,1.0,1,1,4,1,4,7,0,0.0,2,1966.0,1,2.0,484.0,3.0,0,40,0,0,0,0,0,0,7,2008,WD ,173000,6,7,6.0,9.0,42,8,12.061046873479915,7.397561535524052,9.119320973589014,6.684611727667927
1,2,60.0,10800,1,Lvl,2,1,2,2,1,3,5,1890,1998,Gable,2,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,630.0,630.0,3,725,0,0,725,0.0,0.0,1,1,1,1,3,4,0,0.0,1,1959.0,1,1.0,320.0,3.0,0,30,0,0,0,0,0,0,11,2009,WD ,78500,7,6,3.0,8.0,119,11,11.2708539037705,6.586171654854675,9.287301413112312,6.586171654854675
2,2,62.0,8244,2,Lvl,1,2,2,2,2,7,5,2004,2004,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,840.0,840.0,5,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,1,4.0,2,2004.0,2,2.0,440.0,3.0,100,48,0,0,0,0,0,0,5,2007,WD ,183500,7,8,12.0,9.0,3,3,12.119969946476761,7.450079569807499,9.01724094201035,6.733401891837359
2,1,60.0,6000,1,Bnk,1,1,2,1,1,4,4,1953,1953,Gable,1,MetalSd,None,0.0,2,3,CBlock,2.0,3.0,1,1,0.0,Unf,0.0,936.0,936.0,3,936,0,0,936,0.0,0.0,1,0,2,1,3,4,0,0.0,1,1974.0,1,2.0,576.0,3.0,0,32,112,0,0,0,0,0,2,2009,WD ,93000,5,5,3.0,7.0,56,56,11.440354772135393,6.841615476477592,8.699514748210191,6.841615476477592
2,2,0.0,3621,1,Lvl,1,2,2,2,1,8,5,2003,2003,Hip,2,VinylSd,BrkFace,72.0,4,3,PConc,4.0,3.0,2,2,1084.0,Unf,0.0,322.0,1406.0,5,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,1,3.0,2,2003.0,2,3.0,630.0,3.0,143,20,0,0,0,0,0,0,11,2007,WD ,226500,7,7,12.0,11.0,4,4,12.330500223905226,7.370860166536716,8.19450550976564,7.370860166536716
2,2,59.0,7837,2,Lvl,1,2,2,2,2,6,7,1993,1994,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,799.0,799.0,4,799,772,0,1571,0.0,0.0,2,1,3,1,3,7,1,3.0,2,1993.0,2,2.0,380.0,3.0,0,40,0,0,0,0,0,0,5,2009,WD ,178000,7,8,12.0,9.0,16,15,12.089538829274222,7.359467638255621,8.966611387052865,6.683360945766275
2,2,72.0,10665,2,Lvl,1,2,2,2,1,7,5,2003,2003,Gable,2,VinylSd,BrkFace,167.0,4,3,PConc,4.0,3.0,2,2,1013.0,Unf,0.0,440.0,1453.0,5,1479,0,0,1479,1.0,0.0,2,0,3,1,4,7,0,0.0,2,2003.0,2,2.0,558.0,3.0,144,29,0,0,0,0,0,0,6,2007,WD ,226000,7,7,12.0,11.0,4,4,12.328290278254423,7.2991214627108,9.274722630905451,7.2991214627108
2,2,70.0,10457,2,Lvl,1,2,2,2,2,5,7,1969,1969,Gable,2,VinylSd,BrkFace,178.0,4,5,CBlock,3.0,3.0,2,1,496.0,LwQ,288.0,0.0,784.0,5,784,848,0,1632,0.0,0.0,1,1,4,1,3,7,1,3.0,2,1969.0,2,2.0,898.0,3.0,0,173,368,0,0,0,MnPrv,0,4,2009,WD ,173000,7,8,12.0,9.0,40,40,12.061046873479915,7.397561535524052,9.25502688959859,6.664409020350408
2,2,60.0,8281,2,Lvl,1,1,2,2,1,5,5,1965,1965,Gable,1,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1,1,553.0,BLQ,311.0,0.0,864.0,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,1,1.0,1,1965.0,1,1.0,360.0,3.0,0,0,236,0,0,0,GdWo,0,12,2009,WD ,62383,6,6,3.0,8.0,44,44,11.041048081342682,6.761572768804055,9.0217190130337,6.761572768804055
2,2,67.0,14948,2,Lvl,1,3,2,2,2,9,5,2008,2008,Hip,2,VinylSd,Stone,268.0,5,3,PConc,5.0,3.0,2,2,1330.0,Unf,0.0,122.0,1452.0,5,1476,1237,0,2713,1.0,0.0,2,1,3,1,5,11,1,4.0,2,2008.0,2,3.0,858.0,3.0,126,66,0,0,0,0,0,0,11,2008,New,446261,8,8,12.0,12.0,0,0,13.008659261632127,7.905810312658931,9.612332790605375,7.297091005160418
1,2,43.0,7000,1,Lvl,1,1,1,2,2,7,8,1926,1997,Gable,1,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,1,1,424.0,Unf,0.0,200.0,624.0,5,743,736,0,1479,1.0,0.0,1,0,3,1,4,6,2,4.0,1,1926.0,1,1.0,312.0,3.0,530,0,56,0,0,0,MnPrv,0,5,2006,WD ,160000,5,6,3.0,8.0,80,9,11.982929094215963,7.2991214627108,8.85366542803745,6.610696044717759
2,1,0.0,3940,1,Lvl,1,2,2,2,1,7,5,2004,2004,Hip,2,VinylSd,BrkFace,24.0,4,3,PConc,4.0,3.0,1,2,1087.0,Unf,0.0,306.0,1393.0,5,1576,0,0,1576,1.0,0.0,2,0,2,1,4,7,1,3.0,2,2004.0,2,3.0,668.0,3.0,143,20,0,0,0,0,0,0,5,2008,WD ,219990,6,7,12.0,10.0,4,4,12.301337369755954,7.362645270417825,8.27893600229198,7.362645270417825
2,2,93.0,9382,2,Lvl,2,2,2,2,1,7,5,1999,2000,Gable,2,VinylSd,BrkFace,125.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,1468.0,1468.0,5,1479,0,0,1479,0.0,0.0,2,0,3,1,4,6,0,0.0,2,1999.0,2,2.0,577.0,3.0,120,25,0,0,0,0,0,0,7,2008,WD ,191000,8,7,12.0,9.0,9,8,12.160028707028767,7.2991214627108,9.146548238888403,7.2991214627108
1,2,55.0,6854,1,Bnk,1,1,2,2,1,5,7,1925,1994,Gable,1,MetalSd,None,0.0,3,4,PConc,3.0,3.0,1,1,317.0,Rec,227.0,212.0,756.0,3,916,144,0,1060,1.0,0.0,1,0,1,1,3,6,1,4.0,1,1969.0,1,1.0,308.0,2.0,0,65,0,0,150,0,0,0,8,2007,WD ,136500,6,5,2.0,8.0,82,13,11.824079893607152,6.966024187106113,8.832587702434553,6.82001636467413
1,2,0.0,11515,2,Lvl,2,1,2,2,1,4,5,1958,1994,Gable,1,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,943,0,0,943,0.0,0.0,1,0,3,1,4,5,0,0.0,1,1958.0,1,1.0,308.0,3.0,0,0,60,0,0,0,0,0,8,2007,WD ,80000,7,5,3.0,0.0,49,13,11.289781913656018,6.849066282633458,9.351405812254786,6.849066282633458
1,2,0.0,13837,2,Lvl,2,2,2,2,1,7,5,1988,1988,Gable,1,HdBoard,BrkFace,178.0,4,4,PConc,4.0,4.0,1,2,1002.0,LwQ,202.0,0.0,1204.0,4,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,0,0.0,2,1988.0,1,3.0,786.0,3.0,0,0,0,0,0,0,0,0,2,2006,WD ,229000,8,5,6.0,11.0,18,18,12.341477282536376,7.688455356549944,9.535101442669385,7.227662498728654
2,2,80.0,9938,1,Lvl,1,2,2,2,2,7,5,1993,1994,Gable,1,MetalSd,BrkFace,246.0,4,3,PConc,4.0,3.0,1,2,750.0,Unf,0.0,300.0,1050.0,5,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,1,3.0,2,1993.0,2,2.0,574.0,3.0,156,90,0,0,0,0,GdPrv,0,6,2010,WD ,236000,7,7,12.0,10.0,17,16,12.371587084007746,7.575071699507561,9.204121072162266,6.967909201801884
2,2,85.0,12633,2,HLS,1,2,2,2,1,10,5,2006,2007,Hip,1,MetalSd,BrkFace,242.0,5,3,PConc,5.0,3.0,2,1,0.0,Unf,0.0,1824.0,1824.0,5,1824,0,0,1824,0.0,0.0,2,0,3,1,5,8,1,4.0,2,2006.0,2,3.0,932.0,3.0,160,36,0,0,108,0,0,0,9,2007,New,392000,7,6,12.0,11.0,1,0,12.8790171187726,7.508787170634276,9.444067716830038,7.508787170634276
1,1,57.0,6876,1,Lvl,1,1,2,2,2,6,5,1927,1950,Gable,1,Plywood,None,0.0,3,3,CBlock,3.0,2.0,1,1,522.0,Unf,0.0,198.0,720.0,2,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,0,0.0,2,1927.0,1,1.0,316.0,3.0,0,0,213,0,0,0,MnPrv,0,8,2009,WD ,149000,5,6,6.0,7.0,82,59,11.911701584927597,7.5652752818989315,8.83579236650274,7.044032897274685
1,2,36.0,3951,2,Lvl,1,2,2,2,2,10,5,1998,1999,Gable,2,MetalSd,None,0.0,5,3,PConc,4.0,3.0,2,1,128.0,GLQ,842.0,0.0,970.0,5,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,1,3.0,2,1998.0,2,2.0,846.0,3.0,0,90,0,0,94,0,0,0,2,2008,WD ,345000,7,7,12.0,10.0,10,9,12.751299696013497,7.780303087908373,8.281723990411392,7.292337176173877
1,1,62.0,9856,1,Lvl,2,1,2,2,2,5,8,1900,2005,Hip,2,CmentBd,None,0.0,4,4,PConc,2.0,3.0,1,1,0.0,Unf,0.0,716.0,716.0,5,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,0,0.0,1,1900.0,1,2.0,624.0,3.0,0,72,167,0,0,0,0,0,6,2006,WD ,169000,6,7,3.0,7.0,106,1,12.037653993905211,7.607878073278507,9.1958356857733,6.914730892718563
2,2,84.0,17808,1,Lvl,1,1,1,2,1,4,5,1946,1950,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,0.0,Unf,0.0,484.0,484.0,3,1242,0,0,1242,0.0,0.0,1,0,2,1,3,4,0,0.0,2,1946.0,1,1.0,336.0,3.0,0,0,0,0,0,0,0,0,7,2007,WD ,109900,5,6,6.0,8.0,61,57,11.607326140391713,7.124478262493424,9.787403073515327,7.124478262493424
2,2,74.0,9627,1,Lvl,1,2,2,2,2,7,5,1993,1994,Gable,1,HdBoard,BrkFace,94.0,3,3,PConc,4.0,3.0,2,1,758.0,Unf,0.0,238.0,996.0,5,996,1004,0,2000,0.0,0.0,2,1,3,1,3,9,1,3.0,2,1993.0,2,3.0,650.0,3.0,190,48,0,0,0,0,0,0,11,2006,WD ,188000,7,7,12.0,10.0,13,12,12.144197241812087,7.600902459542082,9.172326929777967,6.903747257584598
1,1,50.0,6000,1,Lvl,1,1,2,2,1,6,6,1939,1950,Gable,1,MetalSd,None,0.0,3,2,CBlock,3.0,3.0,1,1,0.0,Unf,0.0,780.0,780.0,5,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,1,4.0,1,1939.0,1,1.0,280.0,3.0,45,0,0,0,0,0,0,0,5,2009,WD ,132500,5,5,3.0,8.0,70,59,11.794337924408413,7.252762418053187,8.699514748210191,6.715383386334681
2,2,65.0,9757,1,Low,1,2,2,2,1,5,7,1994,1994,Gable,2,VinylSd,None,0.0,3,4,PConc,3.0,3.0,1,1,755.0,Unf,0.0,235.0,990.0,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,0,0.0,2,1995.0,2,1.0,440.0,3.0,66,0,0,0,92,0,0,0,10,2009,WD ,143000,7,7,12.0,8.0,15,15,11.870599909242044,6.897704943128636,9.18574025510795,6.897704943128636
2,2,58.0,9280,1,Lvl,1,1,2,2,1,5,6,1951,1951,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,1,1,557.0,Unf,0.0,785.0,1342.0,5,1342,0,0,1342,1.0,0.0,1,0,4,1,3,7,0,0.0,1,1951.0,1,1.0,256.0,3.0,0,0,0,0,0,0,0,0,4,2007,WD ,125000,6,6,3.0,7.0,56,56,11.736069016284437,7.201916317531627,9.135616825780247,7.201916317531627
2,2,120.0,14780,2,HLS,2,3,2,2,1,9,5,2005,2005,Hip,2,VinylSd,BrkFace,568.0,5,3,PConc,5.0,3.0,2,2,1505.0,Unf,0.0,363.0,1868.0,5,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,1,4.0,2,2005.0,2,3.0,1085.0,3.0,354,56,0,0,156,0,0,0,6,2006,WD ,415000,9,7,12.0,12.0,1,1,12.936033799212835,7.532623618788788,9.601030194502194,7.532623618788788
1,1,60.0,7740,1,Lvl,1,1,2,2,2,4,7,1910,1950,Gable,2,VinylSd,None,0.0,3,3,CBlock,2.0,3.0,1,1,0.0,Unf,0.0,622.0,622.0,4,741,622,0,1363,0.0,0.0,1,0,3,1,3,6,0,0.0,1,1966.0,1,2.0,528.0,3.0,0,0,0,0,168,0,0,0,6,2010,WD ,125500,5,7,3.0,7.0,100,60,11.740061037553975,7.217443431696533,8.954156966583772,6.608000625296087
2,2,80.0,9600,1,Lvl,1,1,1,2,1,6,6,1958,1988,Hip,1,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3.0,3.0,1,1,620.0,LwQ,620.0,0.0,1240.0,4,1632,0,0,1632,1.0,0.0,2,0,3,1,3,6,1,4.0,2,1958.0,2,1.0,338.0,3.0,289,0,0,0,0,0,MnPrv,0,4,2009,WD ,139000,5,6,12.0,8.0,51,21,11.842229212112828,7.397561535524052,9.169518377455928,7.397561535524052
2,2,97.0,13478,2,Lvl,2,3,2,2,2,10,5,2008,2008,Gable,2,CmentBd,Stone,420.0,5,3,PConc,5.0,3.0,2,2,1338.0,Unf,0.0,384.0,1722.0,5,1728,568,0,2296,1.0,0.0,2,1,3,1,5,10,1,4.0,2,2008.0,2,3.0,842.0,3.0,382,274,0,0,0,0,0,0,6,2009,ConLI,451950,9,8,12.0,12.0,1,1,13.021326833226556,7.738923757439457,9.508814005506162,7.454719949364001
1,2,65.0,10926,1,Lvl,1,1,2,1,1,5,5,1959,1959,Hip,2,VinylSd,BrkFace,74.0,3,3,CBlock,3.0,3.0,1,1,0.0,Unf,0.0,1678.0,1678.0,3,1678,0,0,1678,0.0,0.0,2,0,6,2,3,10,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,2009,WD ,119900,6,5,0.0,8.0,50,50,11.694413341015606,7.425357887027151,9.298900548955663,7.425357887027151
2,2,0.0,6853,2,Lvl,1,2,2,2,1,8,5,2001,2002,Gable,2,VinylSd,BrkFace,136.0,4,3,PConc,5.0,3.0,1,2,1005.0,Unf,0.0,262.0,1267.0,5,1296,0,0,1296,1.0,0.0,2,0,2,1,4,6,0,0.0,2,2001.0,2,2.0,471.0,3.0,192,25,0,0,0,0,0,0,6,2009,WD ,220000,7,7,12.0,11.0,8,7,12.301382825334498,7.16703787691222,8.832441791585824,7.16703787691222
2,2,85.0,10667,1,Lvl,1,1,2,2,1,6,6,1971,1971,Gable,1,MetalSd,BrkFace,302.0,3,3,CBlock,3.0,3.0,1,1,838.0,Unf,0.0,749.0,1587.0,3,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,1,4.0,2,1971.0,1,2.0,525.0,3.0,0,44,0,0,0,0,0,0,3,2007,WD ,167300,6,6,6.0,8.0,36,36,12.027543886974914,7.369600720526409,9.274910142625483,7.369600720526409
1,2,45.0,8212,1,Lvl,1,1,2,2,1,5,6,1941,1950,Gable,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,626.0,Unf,0.0,94.0,720.0,5,854,444,0,1298,0.0,0.0,1,0,3,1,3,6,2,4.0,1,1940.0,1,1.0,256.0,3.0,84,0,0,0,0,0,0,0,9,2009,WD ,122000,6,5,3.0,8.0,68,59,11.711776323715394,7.168579897264035,9.013351778138825,6.74993119378857
1,1,70.0,9100,1,Lvl,1,1,1,1,1,5,5,1963,1963,Gable,1,HdBoard,BrkFace,336.0,3,3,CBlock,3.0,3.0,1,1,1332.0,Unf,0.0,396.0,1728.0,3,1728,0,0,1728,1.0,0.0,2,0,6,2,3,10,0,0.0,1,1963.0,1,2.0,504.0,3.0,0,0,0,0,0,0,0,0,11,2006,ConLI,125000,4,4,3.0,8.0,43,43,11.736069016284437,7.454719949364001,9.116029692504942,7.454719949364001
2,1,50.0,6000,1,Lvl,1,1,2,2,1,5,6,1957,1957,Hip,2,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1,1,308.0,Unf,0.0,620.0,928.0,4,928,0,0,928,0.0,0.0,1,0,3,1,3,5,0,0.0,2,1957.0,2,1.0,288.0,3.0,0,0,0,0,0,0,0,0,6,2008,WD ,112500,5,7,12.0,8.0,51,51,11.630708500626612,6.833031732786201,8.699514748210191,6.833031732786201
2,2,78.0,9316,1,Lvl,1,2,2,2,2,7,5,2005,2006,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,879.0,879.0,5,879,916,0,1795,0.0,0.0,2,1,3,1,4,7,0,0.0,2,2005.0,2,2.0,578.0,3.0,164,111,0,0,0,0,0,0,10,2007,WD ,191000,7,8,12.0,10.0,2,1,12.160028707028767,7.492760300922379,9.139488631004232,6.778784897685177
2,2,75.0,9464,1,Lvl,2,1,2,2,1,6,7,1958,1958,Hip,1,MetalSd,BrkFace,135.0,3,4,CBlock,3.0,3.0,1,1,570.0,Unf,0.0,510.0,1080.0,4,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,0,0.0,2,1958.0,1,1.0,288.0,3.0,0,0,0,0,130,0,0,0,6,2008,WD ,136000,7,6,6.0,8.0,50,50,11.820410164718188,6.984716320118266,9.155250405658222,6.984716320118266
2,2,80.0,10400,1,Lvl,2,2,2,2,2,7,5,1998,1998,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,866.0,866.0,5,866,913,0,1779,0.0,0.0,2,1,3,1,4,6,0,0.0,2,1998.0,2,2.0,546.0,3.0,198,36,0,0,0,0,0,0,3,2009,WD ,197900,8,8,12.0,10.0,11,11,12.195517131590657,7.483806687665835,9.249561085129464,6.763884908562435
1,1,59.0,5310,1,Lvl,2,1,1,2,1,6,8,1910,2003,Hip,2,VinylSd,None,0.0,3,4,CBlock,3.0,2.0,1,1,0.0,Unf,0.0,485.0,485.0,4,1001,634,0,1635,0.0,0.0,1,0,2,1,4,5,0,0.0,2,1950.0,1,1.0,255.0,2.0,394,0,0,0,0,0,0,0,6,2006,WD ,117000,5,6,4.0,7.0,96,3,11.669929213779893,7.399398083331354,8.577347114235984,6.90875477931522
